date,temperature
2020-01-01,15.329961766279897
2020-01-02,15.132175341440707
2020-01-03,16.285613407959087
2020-01-04,14.94216562499688
2020-01-05,13.722861042037735
2020-01-06,18.46474121140248
2020-01-07,16.210460332539288
2020-01-08,16.97648641943666
2020-01-09,18.269425180319235
2020-01-10,15.574814283932435
2020-01-11,17.766574330261726
2020-01-12,17.309538092131245
2020-01-13,15.160140278568136
2020-01-14,15.824974793974746
2020-01-15,17.295500069010753
2020-01-16,18.39507693984333
2020-01-17,17.66790164903282
2020-01-18,18.31580007712402
2020-01-19,16.26744266483766
2020-01-20,18.085773447974486
2020-01-21,16.76274104288907
2020-01-22,18.358454729029557
2020-01-23,19.137323973642626
2020-01-24,17.202212975616856
2020-01-25,19.166232681603397
2020-01-26,20.503576274932794
2020-01-27,20.14167501479617
2020-01-28,19.30863710950091
2020-01-29,19.60101342836364
2020-01-30,21.29187338694797
2020-01-31,20.677360065027738
2020-02-01,20.727876859218675
2020-02-02,20.695787309849305
2020-02-03,19.483778076763784
2020-02-04,19.64180714322482
2020-02-05,19.691254137344817
2020-02-06,21.535576964713098
2020-02-07,22.159183424570905
2020-02-08,22.461835248980073
2020-02-09,20.71297065379743
2020-02-10,19.29780673876507
2020-02-11,21.99386323656511
2020-02-12,23.292930246370872
2020-02-13,21.653518138917022
2020-02-14,22.137622579256792
2020-02-15,21.87566932936541
2020-02-16,21.03774474624026
2020-02-17,22.407944167370545
2020-02-18,23.40070216753854
2020-02-19,22.627568264876732
2020-02-20,23.758098490103034
2020-02-21,22.412610734169718
2020-02-22,23.571366150529506
2020-02-23,24.027959222596063
2020-02-24,22.5684945169928
2020-02-25,23.92046729723938
2020-02-26,24.156742172561163
2020-02-27,22.73474741515684
2020-02-28,23.602411609883124
2020-02-29,24.32167109056485
2020-03-01,25.669505432434626
2020-03-02,22.967422415200005
2020-03-03,24.568442643384767
2020-03-04,24.285180042845216
2020-03-05,24.861881559961773
2020-03-06,25.137601974419958
2020-03-07,22.61875877312962
2020-03-08,26.39575562252886
2020-03-09,24.734863392008197
2020-03-10,23.748268307674817
2020-03-11,24.622307163263148
2020-03-12,23.337464573422398
2020-03-13,24.24782232753617
2020-03-14,23.663848866804408
2020-03-15,24.068063023108607
2020-03-16,24.11209680644159
2020-03-17,25.268109411691857
2020-03-18,23.82185983825304
2020-03-19,24.18904244246292
2020-03-20,24.68256977545343
2020-03-21,24.994271598537658
2020-03-22,23.893937214250307
2020-03-23,24.68765539408598
2020-03-24,24.996883579840627
2020-03-25,24.529094760331823
2020-03-26,26.202864132280208
2020-03-27,24.15808298854819
2020-03-28,25.456738106571635
2020-03-29,25.995916708146016
2020-03-30,24.452435022920866
2020-03-31,26.59226370757961
2020-04-01,25.623036067368442
2020-04-02,25.33371189070314
2020-04-03,25.516327303888577
2020-04-04,25.579089995136254
2020-04-05,26.09180242170981
2020-04-06,23.68432665161526
2020-04-07,25.104019823090404
2020-04-08,26.586139635038915
2020-04-09,25.871560208111426
2020-04-10,24.81815589749102
2020-04-11,23.10990040904447
2020-04-12,24.02828186677201
2020-04-13,24.68802229335444
2020-04-14,25.62839576443232
2020-04-15,24.96948911585792
2020-04-16,24.212228968342792
2020-04-17,24.91082783698881
2020-04-18,25.259695135079987
2020-04-19,25.371566282707914
2020-04-20,26.38540547220887
2020-04-21,25.26054821705305
2020-04-22,24.24976256817146
2020-04-23,25.31077490212858
2020-04-24,25.165582691270004
2020-04-25,24.655107402500953
2020-04-26,22.62108112756276
2020-04-27,23.713238094191123
2020-04-28,24.299849738375734
2020-04-29,24.721365932603188
2020-04-30,22.431472433420318
2020-05-01,22.520947110429887
2020-05-02,23.287715586681287
2020-05-03,22.863820897625416
2020-05-04,24.66336331846956
2020-05-05,24.53941571675367
2020-05-06,22.986728685061017
2020-05-07,23.083291202999785
2020-05-08,25.076507264392205
2020-05-09,23.399528047928385
2020-05-10,22.480699820228963
2020-05-11,22.92807309146826
2020-05-12,22.872023319495025
2020-05-13,22.551647409981623
2020-05-14,24.17294857435033
2020-05-15,24.458910284471877
2020-05-16,23.880446669613807
2020-05-17,21.168225326915717
2020-05-18,21.915206432369445
2020-05-19,23.573183288372864
2020-05-20,21.101368316527243
2020-05-21,23.507814217285087
2020-05-22,21.09518236724646
2020-05-23,22.15531612950386
2020-05-24,22.03573782957206
2020-05-25,22.49138102948204
2020-05-26,20.897745493086674
2020-05-27,21.874988530286284
2020-05-28,20.52179839002632
2020-05-29,19.867004675646733
2020-05-30,22.165422711079625
2020-05-31,20.60749708380733
2020-06-01,21.367717389906907
2020-06-02,21.012098982046073
2020-06-03,19.613580175589597
2020-06-04,21.535068512091968
2020-06-05,21.602134221134985
2020-06-06,20.893002613000426
2020-06-07,20.416506913350034
2020-06-08,18.026228935794368
2020-06-09,19.132766962552477
2020-06-10,19.46608316086048
2020-06-11,20.38629824607097
2020-06-12,19.32900259199749
2020-06-13,20.49485700943897
2020-06-14,21.18810188316573
2020-06-15,17.696549981070937
2020-06-16,17.840824722475745
2020-06-17,18.841214896341043
2020-06-18,18.175175105176283
2020-06-19,18.330117427553226
2020-06-20,16.376241088286207
2020-06-21,17.689981664102085
2020-06-22,17.650299183005288
2020-06-23,18.079617010693738
2020-06-24,15.321324083908525
2020-06-25,17.502610759083723
2020-06-26,17.573770467581785
2020-06-27,17.40397089509259
2020-06-28,16.01247889603365
2020-06-29,18.642974167288656
2020-06-30,15.855461564339569
2020-07-01,16.640314247667447
2020-07-02,16.192053318342808
2020-07-03,15.670124222118146
2020-07-04,16.29349897198432
2020-07-05,14.056084912130386
2020-07-06,14.639688741125276
2020-07-07,16.149744150744315
2020-07-08,14.269638198973663
2020-07-09,14.540297558930252
2020-07-10,14.791023130572235
2020-07-11,13.742468910268899
2020-07-12,13.720844696167779
2020-07-13,12.79097316245197
2020-07-14,14.031488036756766
2020-07-15,14.782586610611748
2020-07-16,12.812751997403074
2020-07-17,12.723838005826067
2020-07-18,13.051326387344142
2020-07-19,13.413156902203008
2020-07-20,13.767288206061016
2020-07-21,12.366014714953492
2020-07-22,11.93926225650488
2020-07-23,13.375003034822889
2020-07-24,12.611286456374355
2020-07-25,12.52450394197931
2020-07-26,10.34661333439009
2020-07-27,11.401658672171346
2020-07-28,11.691789781308431
2020-07-29,11.866915524113548
2020-07-30,11.104852880217777
2020-07-31,13.79489462253528
2020-08-01,9.38896860900086
2020-08-02,10.577473262577023
2020-08-03,10.21182768002568
2020-08-04,9.383061280626976
2020-08-05,8.501106320703636
2020-08-06,10.721499281463712
2020-08-07,9.248075495066617
2020-08-08,10.679917512631368
2020-08-09,9.777615827274944
2020-08-10,9.14990680964119
2020-08-11,9.820851094724986
2020-08-12,9.869101170940061
2020-08-13,10.032197489227865
2020-08-14,9.749791663732115
2020-08-15,8.056948151950795
2020-08-16,7.033475419461174
2020-08-17,9.780867160261616
2020-08-18,8.201566202940294
2020-08-19,9.74241532743959
2020-08-20,7.449625671430922
2020-08-21,9.94805540033493
2020-08-22,8.740158770936963
2020-08-23,6.580203335493809
2020-08-24,6.340328907300634
2020-08-25,8.315427654868268
2020-08-26,8.323421524441443
2020-08-27,5.790613302437723
2020-08-28,8.172353842697179
2020-08-29,8.731183961380319
2020-08-30,7.944840441564941
2020-08-31,6.281828005243011
2020-09-01,8.83300328223973
2020-09-02,7.1637050072704715
2020-09-03,7.114764217761676
2020-09-04,6.699102459147103
2020-09-05,7.184083852560916
2020-09-06,7.641219060402577
2020-09-07,8.399851989943576
2020-09-08,6.4556178320441155
2020-09-09,7.148788927396341
2020-09-10,6.491781495907724
2020-09-11,7.890848273584038
2020-09-12,8.959751540176775
2020-09-13,6.961228907704175
2020-09-14,6.7139233294668195
2020-09-15,6.203802862847133
2020-09-16,7.812570290412733
2020-09-17,7.866636546731346
2020-09-18,6.721214266739795
2020-09-19,6.781085929765416
2020-09-20,4.836168680128369
2020-09-21,6.149288253317283
2020-09-22,7.75874884615052
2020-09-23,6.516540279371948
2020-09-24,6.743479155837054
2020-09-25,5.9813087938054785
2020-09-26,6.491209649272173
2020-09-27,5.261449509042924
2020-09-28,7.579454444512537
2020-09-29,7.649428734270096
2020-09-30,6.166925661442277
2020-10-01,5.288582606073079
2020-10-02,6.587198236221479
2020-10-03,7.865376648806181
2020-10-04,6.105081351628252
2020-10-05,6.329595024816816
2020-10-06,6.847129705491707
2020-10-07,6.186816403751141
2020-10-08,5.512821592393871
2020-10-09,4.678986542936602
2020-10-10,7.068111160461209
2020-10-11,5.169129116375439
2020-10-12,6.483947084837473
2020-10-13,5.492366385126443
2020-10-14,6.317329023700986
2020-10-15,7.4810743973667515
2020-10-16,6.3995172361271715
2020-10-17,8.473997022771224
2020-10-18,5.702757769376341
2020-10-19,6.2204014800247265
2020-10-20,7.374031410481801
2020-10-21,7.485594201889722
2020-10-22,8.210947618092698
2020-10-23,7.150333624022207
2020-10-24,8.612550652351478
2020-10-25,7.119484045919999
2020-10-26,6.192965599897664
2020-10-27,6.710185180031437
2020-10-28,7.064666230269997
2020-10-29,8.569759897257226
2020-10-30,8.707566360278602
2020-10-31,7.810184290662455
2020-11-01,7.25347495331647
2020-11-02,5.98534765799327
2020-11-03,10.319604382592246
2020-11-04,9.036096519678548
2020-11-05,8.824223669781396
2020-11-06,6.922951232470524
2020-11-07,8.080971474761013
2020-11-08,8.503859175273258
2020-11-09,9.519155406317992
2020-11-10,8.24251689789282
2020-11-11,7.145303973762742
2020-11-12,9.116706742350642
2020-11-13,9.410605891689265
2020-11-14,9.98165147855907
2020-11-15,8.403036911013187
2020-11-16,10.558932020986328
2020-11-17,9.09439876931299
2020-11-18,9.762337176950755
2020-11-19,9.474704779175122
2020-11-20,10.229491201141634
2020-11-21,9.977878633501218
2020-11-22,8.127035824654422
2020-11-23,10.620266268562153
2020-11-24,8.865391300354455
2020-11-25,10.685702724904088
2020-11-26,10.940433787106405
2020-11-27,10.05816451412267
2020-11-28,9.422872429617952
2020-11-29,11.373571017308764
2020-11-30,11.200477318124737
2020-12-01,11.990815697905864
2020-12-02,12.604737757061761
